Year,Title,Gross
1987,House of Games,"$2,585,639"
1987,The Stepfather,"$2,488,740"
1987,Maurice,"$2,439,061"
1987,Dead of Winter,"$2,413,427"
1987,The Kindred,"$2,407,024"
1987,Weeds,"$2,325,444"
1987,The Squeeze,"$2,228,951"
1987,Dark Eyes,"$2,201,428"
1987,Russkies,"$2,189,047"
1987,Meatballs III: Summer Job,"$2,147,228"
1987,Morgan Stewart's Coming Home,"$2,136,381"
1987,Date with an Angel,"$1,988,962"
1987,The Curse,"$1,930,001"
1987,Working Girls,"$1,777,378"
1987,Hunk,"$1,749,956"
1987,Personal Services,"$1,744,164"
1987,The Big Town,"$1,733,017"
1987,The Rosary Murders,"$1,730,337"
1987,Matewan,"$1,680,358"
1987,Prick Up Your Ears,"$1,654,743"
1987,Making Mr. Right,"$1,584,970"
1987,The Garbage Pail Kids Movie,"$1,576,615"
1987,Three for the Road,"$1,539,000"
1987,The Whistle Blower,"$1,500,000"
1987,A Prayer for the Dying,"$1,432,687"
1987,I've Heard the Mermaids Singing,"$1,408,491"
1987,Penitentiary III,"$1,392,616"
1987,From a Whisper to a Scream,"$1,355,728"
1987,The Whales of August,"$1,338,198"
1987,Steele Justice,"$1,327,740"
1987,China Girl,"$1,262,091"
1987,Sammy and Rosie Get Laid,"$1,196,336"
1987,Dancers,"$1,190,416"
1987,Return to Horror High,"$1,189,709"
1987,Nightflyers,"$1,149,470"
1987,Street Smart,"$1,119,112"
1987,Swimming to Cambodia,"$1,092,911"
1987,84 Charing Cross Road,"$1,083,486"
1987,Housekeeping,"$1,083,282"
1987,Cross My Heart,"$1,025,762"
1987,In the Mood,"$999,382"
1987,Campus Man,"$989,528"
1987,Million Dollar Mystery,"$989,033"
1987,Gothic,"$916,172"
1987,The Glass Menagerie,"$895,904"
1987,Real Men,"$873,903"
1987,Tough Guys Don't Dance,"$858,250"
1987,The Barbarians,"$800,000"
1987,Beyond Therapy,"$790,000"
1987,The Hanoi Hilton,"$760,000"
1987,Waiting for the Moon,"$751,555"
1987,Chuck Berry: Hail! Hail! Rock 'n' Roll,"$719,323"
1987,Siesta,"$700,000"
1987,Oviri,"$583,800"
1987,Steel Dawn,"$562,187"
1987,Amazon Women on the Moon,"$548,696"
1987,Devil in the Flesh,"$546,904"
1987,Man on Fire,"$519,596"
1987,The Killing Time,"$500,283"
1987,September,"$486,434"
1987,The Good Father,"$421,201"
1987,Number One with a Bullet,"$410,952"
1988,Who Framed Roger Rabbit,"$238,092,487"
1988,Rain Man,"$172,835,580"
1988,Coming to America,"$128,152,301"
1988,Big,"$114,968,970"
1988,Twins,"$111,938,388"
1988,Crocodile Dundee II,"$109,306,210"
1988,Die Hard,"$83,052,633"
1988,The Naked Gun: From the Files of Police Squad!,"$78,756,177"
1988,Cocktail,"$78,222,753"
1988,Beetlejuice,"$73,709,960"
1988,Working Girl,"$63,779,477"
1988,A Fish Called Wanda,"$62,493,712"
1988,Scrooged,"$60,328,558"
1988,Willow,"$57,269,863"
1988,Beaches,"$57,041,866"
1988,Rambo III,"$53,715,611"
1988,Oliver & Company,"$53,279,055"
1988,Bull Durham,"$50,888,729"
1988,A Nightmare on Elm Street 4: The Dream Master,"$49,369,899"
1988,The Land Before Time,"$48,336,291"
1988,Colors,"$46,616,067"
1988,Young Guns,"$45,661,556"
1988,Biloxi Blues,"$43,184,798"
1988,Dirty Rotten Scoundrels,"$42,039,085"
1988,The Great Outdoors,"$41,455,230"
1988,Tequila Sunrise,"$41,292,551"
1988,Big Business,"$40,150,487"
1988,Bambi 1988 Re-release,"$39,047,150"
1988,Midnight Run,"$38,413,606"
1988,The Dead Pool,"$37,903,295"
1988,Red Heat,"$34,994,648"
1988,Dangerous Liaisons,"$34,670,720"
1988,Mississippi Burning,"$34,603,943"
1988,Child's Play,"$33,399,041"
1988,The Accidental Tourist,"$32,632,093"
1988,The Accused,"$32,078,318"
1988,Shoot to Kill,"$29,300,090"
1988,Ernest Saves Christmas,"$28,202,109"
1988,Betrayed,"$25,816,139"
1988,Funny Farm,"$25,537,221"
1988,Alien Nation,"$25,216,243"
1988,Gorillas in the Mist,"$24,720,479"
1988,The Fox and the Hound 1988 Re-release,"$23,556,988"
1988,License to Drive,"$22,433,275"
1988,Short Circuit 2,"$21,630,088"
1988,Married to the Mob,"$21,486,757"
1988,Punchline,"$21,042,667"
1988,The Presidio,"$20,324,096"
1988,Action Jackson,"$20,256,975"
1988,Tucker: The Man and His Dream,"$19,652,638"
1988,The Serpent and the Rainbow,"$19,595,031"
1988,Police Academy 5: Assignment: Miami Beach,"$19,510,371"
1988,Friday the 13th: The New Blood,"$19,170,001"
1988,Cocoon: The Return,"$18,924,919"
1988,The Seventh Sign,"$18,875,011"
1988,Above the Law,"$18,869,631"
1988,Halloween 4: The Return of Michael Myers,"$17,768,757"
1988,Frantic,"$17,637,950"
1988,Johnny Be Good,"$17,550,399"
1988,For Keeps?,"$17,514,553"
1988,Crossing Delancey,"$16,262,415"
1988,"Bright Lights, Big City","$16,118,077"
1988,She's Having a Baby,"$16,031,707"
1988,Masquerade,"$15,855,828"
1988,Big Top Pee-wee,"$15,122,324"
1988,Arthur 2: On the Rocks,"$14,681,192"
1988,School Daze,"$14,545,844"
1988,Poltergeist III,"$14,114,488"
1988,Stand and Deliver,"$13,994,920"
1988,My Stepmother Is an Alien,"$13,854,000"
1988,The Milagro Beanfield War,"$13,825,794"
1988,Return to Snowy River,"$13,687,027"
1988,Vice Versa,"$13,664,060"
1988,They Live,"$13,447,978"
1988,I'm Gonna Git You Sucka,"$13,030,057"
1988,Mystic Pizza,"$12,793,213"
1988,D.O.A.,"$12,706,478"
1988,Everybody's All-American,"$12,638,294"
1988,Casual Sex?,"$12,277,096"
1988,Hellbound: Hellraiser II,"$12,090,735"
1988,Bloodsport,"$11,806,119"
1988,Caddyshack II,"$11,798,302"
1988,Moon Over Parador,"$11,444,204"
1988,The Couch Trip,"$11,005,304"
1988,Moving,"$10,815,378"
1988,Iron Eagle II,"$10,497,324"
1988,Shakedown,"$10,068,039"
1988,The Unbearable Lightness of Being,"$10,006,806"
1988,Bad Dreams,"$9,797,098"
1988,Return of the Living Dead II,"$9,205,924"
1988,Switching Channels,"$9,129,999"
1988,Salsa,"$8,892,589"
1988,Clean and Sober,"$8,674,093"
1988,U2: Rattle and Hum,"$8,600,823"
1988,High Spirits,"$8,578,231"
1988,Without a Clue,"$8,539,181"
1988,The Last Temptation of Christ,"$8,373,585"
1988,Satisfaction,"$8,253,123"
1988,The Blob,"$8,247,943"
1988,Dead Ringers,"$8,038,508"
1988,A New Life,"$7,721,852"
1988,Stealing Home,"$7,467,504"
1988,Phantasm II,"$7,282,851"
1988,Off Limits,"$7,242,035"
1988,Women on the Verge of a Nervous Breakdown,"$7,179,298"
1988,A Cry in the Dark,"$6,908,797"
1988,Hairspray,"$6,672,312"
1988,Fresh Horses,"$6,640,346"
1988,Hot to Trot,"$6,436,211"
1988,Mac and Me,"$6,424,112"
1988,The Unholy,"$6,337,299"
1988,A Night in the Life of Jimmy Reardon,"$6,264,058"
1988,Braddock: Missing in Action III,"$6,193,901"
1988,1969,"$5,979,011"
1988,The Rescue,"$5,855,392"
1988,Eight Men Out,"$5,680,515"
1988,Elvira: Mistress of the Dark,"$5,596,267"
1988,Heartbreak Hotel,"$5,509,417"
1988,Monkey Shines,"$5,344,577"
1988,Hero and the Terror,"$5,301,200"
1988,Clara's Heart,"$5,194,491"
1988,Torch Song Trilogy,"$4,868,450"
1988,The Good Mother,"$4,764,606"
1988,Sunset,"$4,594,452"
1988,"Goodbye, Children","$4,542,825"
1988,Babette's Feast,"$4,398,938"
1988,Bat*21,"$3,966,256"
1988,Memories of Me,"$3,965,604"
1988,Feds,"$3,838,793"
1988,Critters 2: The Main Course,"$3,813,293"
1988,Sweet Hearts Dance,"$3,790,493"
1988,Imagine: John Lennon,"$3,754,125"
1988,Dead Heat,"$3,588,626"
1988,Bagdad Cafe,"$3,587,303"
1988,Tougher Than Leather,"$3,582,760"
1988,The New Adventures of Pippi Longstocking,"$3,569,939"
1988,Madame Sousatzka,"$3,548,238"
1988,Things Change,"$3,527,886"
1988,The Big Blue,"$3,500,411"
1988,Talk Radio,"$3,468,572"
1988,Pumpkinhead,"$3,385,516"
1988,Wings of Desire,"$3,230,386"
1988,Night of the Demons,"$3,109,904"
1988,White Mischief,"$3,107,551"
1988,Dominick and Eugene,"$3,076,031"
1988,Messenger of Death,"$3,074,681"
1988,Running on Empty,"$2,835,116"
1988,The Manchurian Candidate 1988 Re-release,"$2,757,256"
1988,18 Again!,"$2,567,099"
1988,Kansas,"$2,432,536"
1988,A World Apart,"$2,326,860"
1988,Bird,"$2,181,286"
1988,Salaam Bombay!,"$2,080,046"
1988,Pelle the Conqueror,"$2,053,931"
1988,The Moderns,"$2,011,497"
1988,Vibes,"$1,883,811"
1988,Stormy Monday,"$1,791,328"
1988,Little Nikita,"$1,733,070"
1988,Lady in White,"$1,705,139"
1988,Vincent,"$1,577,480"
1988,Another Woman,"$1,562,749"
1988,A Handful of Dust,"$1,560,700"
1988,Two Moon Junction,"$1,547,397"
1988,Pascali's Island,"$1,451,857"
1988,Midnight Crossing,"$1,328,001"
1988,Patty Hearst,"$1,223,326"
1988,Mr. North,"$1,221,366"
1988,A Time of Destiny,"$1,212,487"
1988,The Thin Blue Line,"$1,209,846"
1988,The Lair of the White Worm,"$1,189,315"
1988,The Wrong Guys,"$1,152,786"
1988,Aria,"$1,028,679"
1988,Little Dorrit,"$1,025,228"
1988,Five Corners,"$969,205"
1988,Appointment with Death,"$960,040"
1988,Watchers,"$940,173"
1988,Julia and Julia,"$901,364"
1988,Boyfriends and Girlfriends,"$824,027"
1988,Waxwork,"$808,114"
1988,Bulletproof,"$807,947"
1988,"Sister, Sister","$743,445"
1988,And God Created Woman,"$717,376"
1988,Split Decisions,"$695,822"
1988,Maniac Cop,"$671,382"
1988,Spellbinder,"$657,446"
1988,Da,"$644,532"
1988,Spike of Bensonhurst,"$623,112"
1988,Powaqqatsi,"$589,244"
1988,Pound Puppies and the Legend of Big Paw,"$586,938"
1988,Buster,"$540,000"
1988,The House on Carroll Street,"$459,824"
1988,Full Moon in Blue Water,"$450,726"
1988,Track 29,"$429,028"
1988,Tiger Warsaw,"$422,667"
1988,Aloha Summer,"$418,379"
1988,Some Girls,"$401,421"
1988,The Decline of Western Civilization Part II: The Metal Years,"$373,743"
1988,Gandahar,"$370,698"
1988,The Family,"$346,730"
1988,The Deceivers,"$346,297"
1989,Batman,"$401,188,924"
1989,Indiana Jones and the Last Crusade,"$197,171,806"
1989,Dead Poets Society,"$174,997,852"
1989,Lethal Weapon 2,"$147,253,986"
1989,Look Who's Talking,"$140,088,813"
1989,"Honey, I Shrunk the Kids","$130,724,172"
1989,Back to the Future Part II,"$118,549,526"
1989,Ghostbusters II,"$112,494,738"
1989,Driving Miss Daisy,"$106,593,296"
1989,Parenthood,"$100,047,830"
1989,When Harry Met Sally...,"$92,823,674"
1989,The War of the Roses,"$86,888,546"
1989,The Little Mermaid,"$84,355,863"
1989,Steel Magnolias,"$83,759,091"
1989,National Lampoon's Christmas Vacation,"$71,321,010"
1989,Turner & Hooch,"$71,079,915"
1989,Born on the Fourth of July,"$70,001,698"
1989,Uncle Buck,"$66,758,538"
1989,Field of Dreams,"$64,431,625"
1989,Tango & Cash,"$63,408,614"
1989,Harlem Nights,"$60,864,870"
1989,Sea of Love,"$58,571,513"
1989,Pet Sematary,"$57,469,467"
1989,The Abyss,"$54,222,310"
1989,Star Trek V: The Final Frontier,"$52,210,049"
1989,Major League,"$49,797,148"
1989,"See No Evil, Hear No Evil","$46,908,987"
1989,Black Rain,"$46,212,140"
1989,Always,"$43,858,790"
1989,K-9,"$43,247,647"
1989,Three Fugitives,"$40,586,886"
1989,Bill & Ted's Excellent Adventure,"$40,485,039"
1989,The Karate Kid Part III,"$38,956,288"
1989,The 'Burbs,"$36,602,268"
1989,Fletch Lives,"$35,150,960"
1989,Licence to Kill,"$34,667,388"
1989,Lean on Me,"$31,906,454"
1989,The Bear,"$31,753,898"
1989,Weekend at Bernie's,"$30,218,387"
1989,Road House,"$30,050,265"
1989,Peter Pan 1989 Re-release,"$29,445,131"
1989,The Dream Team,"$28,907,090"
1989,Do the Right Thing,"$27,545,445"
1989,All Dogs Go to Heaven,"$27,100,027"
1989,Glory,"$26,828,365"
1989,"Sex, Lies, and Videotape","$24,742,089"
1989,A Nightmare on Elm Street: The Dream Child,"$22,168,359"
1989,Dad,"$22,103,037"
1989,Lock Up,"$22,099,847"
1989,Cousins,"$22,026,369"
1989,The Rescuers 1989 Re-release,"$21,215,869"
1989,Say Anything,"$20,781,987"
1989,An Innocent Man,"$20,047,604"
1989,The Fly II,"$20,021,322"
1989,Skin Deep,"$19,674,852"
1989,Blaze,"$19,131,246"
1989,Her Alibi,"$18,699,037"
1989,Casualties of War,"$18,671,317"
1989,Prancer,"$18,587,135"
1989,The Fabulous Baker Boys,"$18,428,904"
1989,Crimes and Misdemeanors,"$18,254,702"
1989,Shocker,"$16,554,699"
1989,Chances Are,"$16,278,590"
1989,No Holds Barred,"$16,093,651"
1989,Next of Kin,"$15,942,628"
1989,Leviathan,"$15,704,614"
1989,She-Devil,"$15,351,421"
1989,My Left Foot,"$14,743,391"
1989,Kickboxer,"$14,697,005"
1989,Friday the 13th Part VIII: Jason Takes Manhattan,"$14,343,976"
1989,The Wizard,"$14,278,900"
1989,Great Balls of Fire!,"$13,741,060"
1989,Family Business,"$12,195,695"
1989,Pink Cadillac,"$12,143,484"
1989,She's Out of Control,"$12,065,892"
1989,Halloween 5: The Revenge of Michael Myers,"$11,642,254"
1989,Gross Anatomy,"$11,604,598"
1989,Police Academy 6: City Under Siege,"$11,567,217"
1989,Young Einstein,"$11,536,599"
1989,Who's Harry Crumb?,"$10,982,364"
1989,New York Stories,"$10,763,469"
1989,The Package,"$10,647,219"
1989,We're No Angels,"$10,555,348"
1989,Cyborg,"$10,166,459"
1989,Henry V,"$10,161,099"
1989,Criminal Law,"$9,974,446"
1989,Tap,"$9,114,702"
1989,Renegades,"$9,015,164"
1989,Scandal,"$8,800,000"
1989,True Believer,"$8,742,750"
1989,Troop Beverly Hills,"$8,508,843"
1989,Cheetah,"$8,153,677"
1989,DeepStar Six,"$8,143,225"
1989,Dead Bang,"$8,125,592"
1989,The Adventures of Baron Munchausen,"$8,083,123"
1989,Dead Calm,"$7,825,135"
1989,"Enemies, A Love Story","$7,754,571"
1989,Disorganized Crime,"$7,723,506"
1989,Johnny Handsome,"$7,237,794"
1989,Lawrence of Arabia 1989 Re-release,"$6,986,278"
1989,Relentless,"$6,985,999"
1989,Shag,"$6,957,975"
1989,Roger & Me,"$6,706,368"
1989,Music Box,"$6,263,883"
1989,UHF,"$6,157,157"
1989,Shirley Valentine,"$6,056,912"
1989,Immediate Family,"$5,932,613"
1989,Millennium,"$5,777,099"
1989,Dream a Little Dream,"$5,552,441"
1989,Second Sight,"$5,368,865"
1989,Let It Ride,"$4,973,285"
1989,See You in the Morning,"$4,795,009"
1989,Drugstore Cowboy,"$4,729,352"
1989,The January Man,"$4,611,062"
1989,The Mighty Quinn,"$4,557,214"
1989,Staying Together,"$4,348,025"
1989,Listen to Me,"$4,299,023"
1989,Red Scorpion,"$4,192,440"
1989,Loverboy,"$3,960,327"
1989,The Phantom of the Opera,"$3,953,745"
1989,Earth Girls Are Easy,"$3,916,303"
1989,A Dry White Season,"$3,766,879"
1989,Worth Winning,"$3,690,328"
1989,Old Gringo,"$3,574,256"
1989,Fat Man and Little Boy,"$3,563,162"
1989,Physical Evidence,"$3,560,932"
1989,In Country,"$3,531,971"
1989,Kinjite: Forbidden Subjects,"$3,416,846"
1989,Camille Claudel,"$3,331,676"
1989,Rude Awakening,"$3,169,719"
1989,Speed Zone,"$3,077,361"
1989,Fright Night Part 2,"$2,983,784"
1989,976-EVIL,"$2,955,917"
1989,The Adventures of Milo and Otis,"$2,948,215"
1989,Gleaming the Cube,"$2,777,280"
1989,Farewell to the King,"$2,420,917"
1989,Gone with the Wind 1989 Re-release,"$2,403,316"
1989,Chocolat,"$2,317,091"
1989,Sing,"$2,260,616"
1989,Scenes from the Class Struggle in Beverly Hills,"$2,156,471"
1989,Jacknife,"$2,049,769"
1989,Rooftops,"$2,043,889"
1989,Winter People,"$2,023,282"
1989,Erik the Viking,"$1,932,642"
1989,Communion,"$1,919,653"
1989,Breaking In,"$1,877,618"
1989,Cookie,"$1,869,417"
1989,Miss Firecracker,"$1,852,655"
1989,Bloodfist,"$1,770,082"
1989,House III: The Horror Show,"$1,738,897"
1989,Best of the Best,"$1,700,000"
1989,How I Got Into College,"$1,642,239"
1989,Stepfather II: Make Room for Daddy,"$1,519,796"
1989,The Simpsons: Family Portrait/Beat Dedication/Propagandance/Scaredy Cat!/Rarg/Knick Knack/Pencil Dance/Quinoscopio 2/Umbabarauma/Goodnight Norma... Goodnight Milton.../Tin Toy/25 Ways to Quit Smoking,"$1,487,606"
1989,True Love,"$1,354,268"
1989,The Navigator: A Medieval Odyssey,"$1,333,379"
1989,Romero,"$1,316,495"
1989,Babar: The Movie,"$1,305,187"
1989,Apartment Zero,"$1,267,578"
1989,Little Vera,"$1,262,598"
1989,Queen of Hearts,"$1,236,844"
1989,High Hopes,"$1,192,322"
1989,Murmur of the Heart,"$1,160,784"
1989,Miracle Mile,"$1,145,404"
1989,Valmont,"$1,132,112"
1989,Heathers,"$1,108,731"
1989,Heart of Dixie,"$1,097,333"
1989,Wired,"$1,089,000"
1989,The Music Teacher,"$1,086,894"
1989,Welcome Home,"$1,029,822"
1989,Pumpkinhead 1989 Re-release,"$1,000,000"
1989,Getting It Right,"$960,385"
1989,American Ninja 3: Blood Hunt,"$902,152"
1989,Parents,"$870,532"
1989,Crack House,"$862,551"
1989,The Terror Within,"$858,591"
1989,Akira,"$830,239"
1989,Little Monsters,"$793,775"
1989,The Toxic Avenger Part II,"$792,966"
1989,For All Mankind,"$770,132"
1989,The Girl in a Swing,"$747,013"
1989,Vampire's Kiss,"$725,131"
1989,"Distant Voices, Still Lives","$688,329"
1989,Wuthering Heights,"$624,643"
1989,The Wizard of Oz 1989 Re-release,"$612,300"
1989,Eddie and the Cruisers II: Eddie Lives!,"$536,508"
1989,"Thelonious Monk: Straight, No Chaser","$518,918"
1989,Slaves of New York,"$463,972"
1989,The Rainbow,"$444,055"
1989,How to Get Ahead in Advertising,"$418,053"
1989,Triumph of the Spirit,"$408,839"
1989,The Toxic Avenger Part III: The Last Temptation of Toxie,"$363,561"
1989,Night Game,"$337,812"
1989,Crusoe,"$315,421"
1989,Out Cold,"$294,266"
1989,Powwow Highway,"$283,747"
1989,Kill Me Again,"$283,694"
1989,Heavy Petting,"$272,371"
1989,Paperhouse,"$241,278"
1989,Weapons of the Spirit,"$232,981"
1990,Home Alone,"$289,012,363"
1990,Ghost,"$217,631,670"
1990,Dances with Wolves,"$184,208,848"
1990,Pretty Woman,"$178,464,485"
1990,Teenage Mutant Ninja Turtles,"$135,267,509"
1990,The Hunt for Red October,"$122,012,643"
1990,Total Recall,"$119,394,840"
1990,Die Hard 2,"$117,542,606"
1990,Dick Tracy,"$103,738,726"
1990,Kindergarten Cop,"$91,457,688"
1990,Back to the Future Part III,"$87,727,583"
1990,Days of Thunder,"$87,163,545"
1990,Presumed Innocent,"$86,303,188"
1990,Another 48 Hrs.,"$80,818,974"
1990,Three Men and a Little Lady,"$71,609,321"
1990,Bird on a Wire,"$70,978,012"
1990,The Godfather Part III,"$66,666,062"
1990,Flatliners,"$61,489,265"
1990,Misery,"$61,276,872"
1990,Edward Scissorhands,"$56,362,461"
1990,Problem Child,"$53,470,891"
1990,Arachnophobia,"$53,208,180"
1990,Awakenings,"$52,096,475"
1990,Look Who's Talking Too,"$47,789,074"
1990,Hard to Kill,"$47,410,827"
1990,Goodfellas,"$46,836,797"
1990,Marked for Death,"$46,044,396"
1990,RoboCop 2,"$45,681,173"
1990,The Jungle Book 1990 Re-release,"$44,645,619"
1990,Young Guns II,"$44,143,410"
1990,Gremlins 2: The New Batch,"$41,482,207"
1990,Rocky V,"$40,946,358"
1990,Joe Versus the Volcano,"$39,404,261"
1990,Postcards from the Edge,"$39,071,603"
1990,Mermaids,"$35,419,397"
1990,Darkman,"$33,878,502"
1990,Air America,"$31,053,601"
1990,Predator 2,"$30,669,413"
1990,Green Card,"$29,888,235"
1990,Pacific Heights,"$29,381,956"
1990,Child's Play 2,"$28,501,605"
1990,The Rescuers Down Under,"$27,931,461"
1990,Internal Affairs,"$27,734,391"
1990,Cadillac Man,"$27,627,310"
1990,Memphis Belle,"$27,441,977"
1990,House Party,"$26,385,627"
1990,Jacob's Ladder,"$26,118,851"
1990,The Exorcist III,"$26,098,824"
1990,Fantasia 1990 Re-release,"$25,363,371"
1990,Navy Seals,"$25,069,101"
1990,Ernest Goes to Jail,"$25,029,569"
1990,Ghost Dad,"$24,707,633"
1990,My Blue Heaven,"$23,591,472"
1990,The Russia House,"$22,997,992"
1990,The First Power,"$22,424,195"
1990,The Rookie,"$21,633,874"
1990,The Freshman,"$21,460,601"
1990,The Adventures of Ford Fairlane,"$21,413,502"
1990,Quigley Down Under,"$21,413,105"
1990,Madhouse,"$21,036,771"
1990,Hamlet,"$20,710,451"
1990,Jetsons: The Movie,"$20,305,841"
1990,Stella,"$20,240,128"
1990,Taking Care of Business,"$20,005,435"
1990,Betsy's Wedding,"$19,740,070"
1990,DuckTales the Movie: Treasure of the Lost Lamp,"$18,115,724"
1990,Sibling Rivalry,"$17,854,933"
1990,White Palace,"$17,487,531"
1990,The Guardian,"$17,037,887"
1990,Death Warrant,"$16,853,487"
1990,Tremors,"$16,667,084"
1990,Tales from the Darkside: The Movie,"$16,324,573"
1990,Men at Work,"$16,247,964"
1990,I Love You to Death,"$16,186,793"
1990,Mo' Better Blues,"$16,153,593"
1990,Avalon,"$15,740,796"
1990,The Bonfire of the Vanities,"$15,691,192"
1990,Revenge,"$15,645,616"
1990,Reversal of Fortune,"$15,445,131"
1990,Mr. Destiny,"$15,379,253"
1990,Spaced Invaders,"$15,369,573"
1990,Quick Change,"$15,260,154"
1990,Fire Birds,"$14,760,451"
1990,Wild at Heart,"$14,561,143"
1990,Lord of the Flies,"$13,985,225"
1990,The Grifters,"$13,446,769"
1990,Crazy People,"$13,236,513"
1990,Bad Influence,"$12,626,043"
1990,Cinema Paradiso,"$11,990,401"
1990,Graveyard Shift,"$11,582,891"
1990,Henry & June,"$11,567,449"
1990,Pump Up the Volume,"$11,541,758"
1990,Opportunity Knocks,"$11,359,129"
1990,Q&A,"$11,207,891"
1990,Wild Orchid,"$11,060,485"
1990,Nuns on the Run,"$10,959,015"
1990,Narrow Margin,"$10,873,237"
1990,The Witches,"$10,360,553"
1990,The Adventures of Milo and Otis 1990 Re-release,"$10,351,534"
1990,The Two Jakes,"$10,005,969"
1990,Miami Blues,"$9,888,167"
1990,Nightbreed,"$9,469,695"
1990,Havana,"$9,243,140"
1990,Ski Patrol,"$8,533,973"
1990,Cry-Baby,"$8,266,343"
1990,Blue Steel,"$8,217,997"
1990,Funny About Love,"$8,141,292"
1990,"The Cook, the Thief, His Wife & Her Lover","$7,724,701"
1990,Mr. & Mrs. Bridge,"$7,698,010"
1990,Alice,"$7,331,647"
1990,Almost an Angel,"$6,939,946"
1990,Delta Force 2: The Colombian Connection,"$6,698,361"
1990,Flashback,"$6,488,114"
1990,The Gods Must Be Crazy II,"$6,291,444"
1990,Men Don't Leave,"$6,070,725"
1990,Night of the Living Dead,"$5,835,247"
1990,Cyrano de Bergerac,"$5,820,020"
1990,Stanley & Iris,"$5,820,015"
1990,Leatherface: Texas Chainsaw Massacre III,"$5,765,562"
1990,Hardware,"$5,728,953"
1990,Loose Cannons,"$5,585,154"
1990,Miller's Crossing,"$5,080,409"
1990,The Handmaid's Tale,"$4,960,385"
1990,The Long Walk Home,"$4,873,620"
1990,Longtime Companion,"$4,609,953"
1990,Graffiti Bridge,"$4,562,778"
1990,Dark Angel,"$4,348,368"
1990,Lisa,"$4,347,648"
1990,Lambada,"$4,263,112"
1990,China Cry: A True Story,"$4,212,828"
1990,Heart Condition,"$4,134,992"
